paper_id,title,publication_year,publication_date,publication_type,citation_count,citations_per_year,fwci,referenced_works_count,topics,keywords,primary_topic,primary_subfield,primary_field,primary_domain,venue_source,venue_type,authors,institutions,institution_ids,countries,country_names,doi,language,is_oa,oa_status,search_term_used,paper_age,citation_velocity,author_count,institution_count,country_count
https://openalex.org/W4382240769,Validation of crop evapotranspiration products based on eddy-covariance flux observations,2023,2023-01-01,article,7.0,1.75,1.2054,25.0,Solar Radiation and Photovoltaics; Plant Water Relations and Carbon Dynamics; Energy Load and Power Forecasting,Eddy covariance; Mean squared error; Mathematics; Statistics; Biology,Solar Radiation and Photovoltaics,Artificial Intelligence,Computer Science,Physical Sciences,National Remote Sensing Bulletin,journal,Meng Liu; Zhong Peng; Lingxiao HUANG; Zhaoliang LI; Si‐Bo Duan; Ronglin Tang,,,,,https://doi.org/10.11834/jrs.20222008,en,True,bronze,primary_topic.subfield.id:1702,3,1.75,6,0,0
https://openalex.org/W4382317542,Exploring Social Biases of Large Language Models in a College Artificial Intelligence Course,2023,2023-06-26,article,7.0,1.75,0.7354,53.0,Topic Modeling,Construct (python library); Sociocultural evolution; Set (abstract data type); Computer science; Presentation (obstetrics); Task (project management); Artificial intelligence; Process (computing); Metric (unit); Artificial neural network; Class (philosophy); Natural language processing; Data science; Sociology,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,Proceedings of the AAAI Conference on Artificial Intelligence,conference,Skylar Kolisko; Carolyn Jane Anderson,Wellesley College,https://openalex.org/I189731429,US,United States,https://doi.org/10.1609/aaai.v37i13.26879,en,True,diamond,primary_topic.subfield.id:1702,3,1.75,2,1,1
https://openalex.org/W4382317608,Learning Logical Reasoning Using an Intelligent Tutoring System: A Hybrid Approach to Student Modeling,2023,2023-06-26,article,7.0,1.75,0.7354,32.0,Intelligent Tutoring Systems and Adaptive Learning; Online Learning and Analytics,Computer science; Artificial intelligence; Bayesian network; Initialization; Machine learning; Inference; Knowledge representation and reasoning; Intelligent tutoring system; Process (computing); Semantic reasoner; Tracing; Logical reasoning; Natural language processing; Programming language,Intelligent Tutoring Systems and Adaptive Learning,Artificial Intelligence,Computer Science,Physical Sciences,Proceedings of the AAAI Conference on Artificial Intelligence,conference,Roger Nkambou; Janie Brisson; Ange Tato; Serge Robert,Université du Québec à Montréal; École de Technologie Supérieure,https://openalex.org/I159129438; https://openalex.org/I9736820,CA,Canada,https://doi.org/10.1609/aaai.v37i13.26891,en,True,diamond,primary_topic.subfield.id:1702,3,1.75,4,2,1
https://openalex.org/W4382395423,Application of nanotechnology in breast cancer screening under obstetrics and gynecology through the use of CNN and ANFIS,2023,2023-06-28,article,7.0,1.75,1.2112,163.0,AI in cancer detection; Brain Tumor Detection and Classification; Scientific and Engineering Research Topics,Breast cancer; Mammography; Population; Medicine; Adaptive neuro fuzzy inference system; Breast imaging; Cancer; Medical physics; Categorization; Obstetrics; Artificial intelligence; Computer science; Internal medicine; Environmental health; Fuzzy logic,AI in cancer detection,Artificial Intelligence,Computer Science,Physical Sciences,Environmental Research,journal,Nan Zheng; Zhiang Yao; Shanhui Tao; Ahmad Almadhor; Mohammed S. Alqahtani; Rania M. Ghoniem; Huajun Zhao; Shijun Li,Zhejiang Chinese Medical University; Wenzhou University; Al Jouf University; King Khalid University; University of Leicester; Princess Nourah bint Abdulrahman University,https://openalex.org/I114539943; https://openalex.org/I146620803; https://openalex.org/I199702508; https://openalex.org/I82952536; https://openalex.org/I153648349; https://openalex.org/I106778892,CN; SA; GB,China; Saudi Arabia; United Kingdom,https://doi.org/10.1016/j.envres.2023.116414,en,False,closed,primary_topic.subfield.id:1702,3,1.75,8,6,3
https://openalex.org/W4382398109,Medoid based semi-supervised fuzzy clustering algorithms for multi-view relational data,2023,2023-06-28,article,7.0,1.75,1.1929,43.0,Advanced Clustering Algorithms Research; Face and Expression Recognition; Remote-Sensing Image Classification,Medoid; Cluster analysis; Interpretability; Pairwise comparison; Constrained clustering; Fuzzy clustering; Data mining; Mathematics; Fuzzy logic; Computer science; Algorithm; Fuzzy set; Artificial intelligence; Canopy clustering algorithm; Machine learning,Advanced Clustering Algorithms Research,Artificial Intelligence,Computer Science,Physical Sciences,Fuzzy Sets and Systems,journal,Diogo Philippini Pontual Branco; Francisco de A.T. de Carvalho,Universidade Federal de Pernambuco,https://openalex.org/I25112270,BR,Brazil,https://doi.org/10.1016/j.fss.2023.108630,en,False,closed,primary_topic.subfield.id:1702,3,1.75,2,1,1
https://openalex.org/W4382407776,Learning qubo Models for Quantum Annealing: A Constraint-Based Approach,2023,2023-01-01,book-chapter,7.0,1.75,3.5946,22.0,"Quantum Computing Algorithms and Architecture; Machine Learning and Algorithms; Computability, Logic, AI Algorithms",Quantum annealing; Quadratic unconstrained binary optimization; Computer science; Mathematical optimization; Quadratic assignment problem; Optimization problem; Simulated annealing; Scalability; Constraint (computer-aided design); Quantum computer; Quantum; Algorithm; Mathematics,Quantum Computing Algorithms and Architecture,Artificial Intelligence,Computer Science,Physical Sciences,Lecture notes in computer science,book series,Florian Richoux; Jean-François Baffier; Philippe Codognet,Centre National de la Recherche Scientifique; Sorbonne Université; Japanese-French Laboratory for Informatics; The University of Tokyo; IIJ Research Laboratory,https://openalex.org/I1294671590; https://openalex.org/I39804081; https://openalex.org/I4387152154; https://openalex.org/I74801974; https://openalex.org/I4210145792,FR; JP,France; Japan,https://doi.org/10.1007/978-3-031-36030-5_12,en,True,green,primary_topic.subfield.id:1702,3,1.75,3,5,2
https://openalex.org/W4382467674,Atlantic—Automated data preprocessing framework for supervised machine learning,2023,2023-06-28,article,7.0,1.75,1.1796,11.0,Machine Learning and Data Classification; Computational Physics and Python Applications; Data Mining Algorithms and Applications,Computer science; Preprocessor; Data pre-processing; Feature selection; Python (programming language); Artificial intelligence; Machine learning; Categorical variable; Data mining; Pipeline (software); Feature engineering; Deep learning; Programming language,Machine Learning and Data Classification,Artificial Intelligence,Computer Science,Physical Sciences,Software Impacts,journal,Luís Santos; Luís Ferreira,,,,,https://doi.org/10.1016/j.simpa.2023.100532,en,True,gold,primary_topic.subfield.id:1702,3,1.75,2,0,0
https://openalex.org/W4382468158,Attack-Resilient Supervisory Control of Discrete-Event Systems: A Finite-State Transducer Approach,2023,2023-01-01,article,7.0,1.75,1.1796,53.0,Security and Verification in Computing; Smart Grid Security and Resilience; Petri Nets in System Modeling,Supervisory control; Computer science; Automaton; Python (programming language); Finite-state machine; Rewriting; Cyber-physical system; Finite state; Event (particle physics); Actuator; Resilience (materials science); Theoretical computer science; Distributed computing; Programming language; Control (management); Artificial intelligence; Operating system,Security and Verification in Computing,Artificial Intelligence,Computer Science,Physical Sciences,IEEE Open Journal of Control Systems,journal,Yu Wang; Alper Kamil Bozkurt; N. J. H. Smith; Miroslav Pajić,University of Florida; Duke University,https://openalex.org/I33213144; https://openalex.org/I170897317,US,United States,https://doi.org/10.1109/ojcsys.2023.3290408,en,True,diamond,primary_topic.subfield.id:1702,3,1.75,4,2,1
https://openalex.org/W4382469435,xOpat: eXplainable Open Pathology Analysis Tool,2023,2023-06-01,article,7.0,1.75,1.1597,22.0,AI in cancer detection; Cell Image Analysis Techniques; Explainable Artificial Intelligence (XAI),Computer science; Rendering (computer graphics); Modular design; Segmentation; Protocol (science); Visualization; Digital pathology; Open source; Bridge (graph theory); Architecture; Open research; Artificial intelligence; Human–computer interaction; Data science; World Wide Web; Pathology; Software,AI in cancer detection,Artificial Intelligence,Computer Science,Physical Sciences,Computer Graphics Forum,journal,Jiří Horák; Katarína Furmanová; Barbora Kozlíková; Tomǎš Brázdil; Petr Holub; M. Kačenga; Matej Gallo; Rudolf Nenutil; Jan Byška; Vít Rusňák,Masaryk University; Masaryk Memorial Cancer Institute; University of Bergen,https://openalex.org/I21449261; https://openalex.org/I4210115043; https://openalex.org/I4432739,CZ; NO,Czechia; Norway,https://doi.org/10.1111/cgf.14812,en,True,hybrid,primary_topic.subfield.id:1702,3,1.75,10,3,2
https://openalex.org/W4382603045,Identidades y exposición a las violencias online.,2023,2023-05-08,article,7.0,1.75,1.1537,20.0,Hate Speech and Cyberbullying Detection; Social Media and Politics; Communication and COVID-19 Impact,Humanities; Philosophy,Hate Speech and Cyberbullying Detection,Artificial Intelligence,Computer Science,Physical Sciences,Revista Latina de Comunicación Social,journal,Carmen Romo Parra; Lucía Sell-Trujillo; María Teresa Vera Balanza; José Jesús Delgado Peña,Universidad de Málaga; Universidad de Sevilla,https://openalex.org/I82767444; https://openalex.org/I79238269,ES,Spain,https://doi.org/10.4185/rlcs-2023-1998,es,True,diamond,primary_topic.subfield.id:1702,3,1.75,4,2,1
