paper_id,title,publication_year,publication_date,publication_type,citation_count,citations_per_year,fwci,referenced_works_count,topics,keywords,primary_topic,primary_subfield,primary_field,primary_domain,venue_source,venue_type,authors,institutions,institution_ids,countries,country_names,doi,language,is_oa,oa_status,search_term_used,paper_age,citation_velocity,author_count,institution_count,country_count
https://openalex.org/W4367663475,Linear Clustering Process on Networks,2023,2023-01-01,article,3.0,0.75,0.497,37.0,Advanced Clustering Algorithms Research,Cluster analysis; Modularity (biology); Node (physics); Computer science; Position (finance); Process (computing); Cluster (spacecraft); Theoretical computer science; Algorithm; Artificial intelligence; Engineering,Advanced Clustering Algorithms Research,Artificial Intelligence,Computer Science,Physical Sciences,IEEE Transactions on Network Science and Engineering,journal,Ivan Jokić; Piet Van Mieghem,Delft University of Technology,https://openalex.org/I98358874,NL,Netherlands,https://doi.org/10.1109/tnse.2023.3271360,en,True,green,primary_topic.subfield.id:1702,3,0.75,2,1,1
https://openalex.org/W4367663555,Twisted Goppa Codes With an Efficient Decoding Algorithm and Quasi-Cyclic Properties,2023,2023-05-01,article,3.0,0.75,0.5112,26.0,Coding theory and cryptography; DNA and Biological Computing; Cryptographic Implementations and Security,Mathematics; Cryptosystem; Discrete mathematics; Decoding methods; Linear code; Reed–Solomon error correction; Block code; Algorithm; Cryptography,Coding theory and cryptography,Artificial Intelligence,Computer Science,Physical Sciences,IEEE Transactions on Information Theory,journal,Junzhen Sui; Qin Yue,State Key Laboratory of Cryptology; Nanjing University of Aeronautics and Astronautics,https://openalex.org/I4210132990; https://openalex.org/I9842412,CN,China,https://doi.org/10.1109/tit.2023.3271652,en,False,closed,primary_topic.subfield.id:1702,3,0.75,2,2,1
https://openalex.org/W4367663795,Tracing a Linear Subspace: Application to Linearly-Homomorphic Group Signatures,2023,2023-01-01,book-chapter,3.0,0.75,1.5212,12.0,Cryptography and Data Security; Privacy-Preserving Technologies in Data; Internet Traffic Analysis and Secure E-voting,Homomorphic encryption; Traitor tracing; Group signature; Computer science; Tracing; Subspace topology; Discrete mathematics; Combinatorics; Theoretical computer science; Mathematics; Computer security; Public-key cryptography; Encryption; Programming language,Cryptography and Data Security,Artificial Intelligence,Computer Science,Physical Sciences,Lecture notes in computer science,book series,Chloé Hébant; David Pointcheval; Robert Schädlich,Centre National de la Recherche Scientifique; École Normale Supérieure - PSL; Université Paris Sciences et Lettres; Département d'Informatique; Institut de Biologie de l'École Normale Supérieure,https://openalex.org/I1294671590; https://openalex.org/I29607241; https://openalex.org/I2746051580; https://openalex.org/I4210161954; https://openalex.org/I4210129409,FR,France,https://doi.org/10.1007/978-3-031-31368-4_12,en,True,green,primary_topic.subfield.id:1702,3,0.75,3,5,1
https://openalex.org/W4367665016,Accelerating Black Box Testing with Light-Weight Learning,2023,2023-01-01,book-chapter,3.0,0.75,1.5997,15.0,Machine Learning and Algorithms; Software Testing and Debugging Techniques; Machine Learning and Data Classification,Computer science; Kernel (algebra); Black box; Exploit; Randomness; White-box testing; Process (computing); Machine learning; Construct (python library); Set (abstract data type); Black-box testing; Algorithm; Artificial intelligence; Theoretical computer science; Programming language; Mathematics; Software,Machine Learning and Algorithms,Artificial Intelligence,Computer Science,Physical Sciences,Lecture notes in computer science,book series,Roi Fogler; Itay Cohen; Doron Peled,Bar-Ilan University,https://openalex.org/I13955877,IL,Israel,https://doi.org/10.1007/978-3-031-32157-3_6,en,False,closed,primary_topic.subfield.id:1702,3,0.75,3,1,1
https://openalex.org/W4367665614,Overview of Existing Methods for Automatic Generation of Tasks with Conditions in Natural Language,2022,2022-03-28,article,3.0,0.6,0.4162,24.0,Natural Language Processing Techniques; Topic Modeling; Advanced Data Processing Techniques,Question answering; Computer science; Artificial intelligence; Natural language processing; Natural language; Subject (documents); Template; Tree (set theory); Programming language; World Wide Web; Mathematics,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,Computer Tools in Education,journal,В. Н. Кручинин; Vladimir Kuzovkin,,,,,https://doi.org/10.32603/2071-2340-2022-1-85-96,en,True,diamond,primary_topic.subfield.id:1702,4,0.6,2,0,0
https://openalex.org/W4367674695,Missing Values Imputation Framework for Mixed Datasets,2023,2023-03-30,article,3.0,0.75,0.5245,18.0,Machine Learning and Data Classification; Anomaly Detection Techniques and Applications; Face and Expression Recognition,Imputation (statistics); Missing data; Categorical variable; Computer science; Data mining; Artificial intelligence; Machine learning,Machine Learning and Data Classification,Artificial Intelligence,Computer Science,Physical Sciences,,,Kritanat Chungnoy; Pokpong Songmuang,Thammasat University,https://openalex.org/I108108428,TH,Thailand,https://doi.org/10.1109/icci57424.2023.10111846,en,False,closed,primary_topic.subfield.id:1702,3,0.75,2,1,1
https://openalex.org/W4367677374,CTS and indigeneity,2023,2023-05-02,book-chapter,3.0,0.75,1.5607,0.0,"Natural Language Processing Techniques; Syntax, Semantics, Linguistic Variation",Sociology; History,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,,,Shirley Achieng’; Samwel Oando,,,,,https://doi.org/10.4324/9781003266709-5,en,False,closed,primary_topic.subfield.id:1702,3,0.75,2,0,0
https://openalex.org/W4367681669,SISTEM PAKAR DIAGNOSA PENYAKIT GANGGUAN TIDUR DENGAN METODE FORWARD CHAINING BERBASIS WEB (STUDI KASUS : UPTD PUSKESMAS TELAGA DEWA KOTA BENGKULU),2023,2023-04-15,article,3.0,0.75,0.497,1.0,Edcuational Technology Systems; Multimedia Learning Systems; Data Mining and Machine Learning Applications,Forward chaining; Sleep (system call); Test (biology); Expert system; Backward chaining; Medicine; Computer science; Inference engine; Artificial intelligence,Edcuational Technology Systems,Artificial Intelligence,Computer Science,Physical Sciences,JURNAL MEDIA INFOTAMA,journal,Ahmad Revaldo; Yupianti Yupianti; Ila Yati Beti,Universitas Dehasen Bengkulu; University of Bengkulu,https://openalex.org/I4210094250; https://openalex.org/I47755478,ID,Indonesia,https://doi.org/10.37676/jmi.v19i1.3314,en,True,diamond,primary_topic.subfield.id:1702,3,0.75,3,2,1
https://openalex.org/W4367692314,Inner product encryption from Middle-Product Learning With Errors,2023,2023-05-02,article,3.0,0.75,0.5112,31.0,Cryptography and Data Security; Complexity and Algorithms in Graphs; Nanocluster Synthesis and Applications,Learning with errors; Encryption; Computer science; Cryptosystem; 40-bit encryption; Theoretical computer science; Probabilistic encryption; 56-bit encryption; Functional encryption; Multiple encryption; Deterministic encryption; Ciphertext; Computer security,Cryptography and Data Security,Artificial Intelligence,Computer Science,Physical Sciences,Computer Standards & Interfaces,journal,Niao Yang; Shaojun Yang; Yong Zhao; Wei Wu; Xuewei Wang,Fujian Normal University; State Key Laboratory of Cryptology; Weifang University of Science and Technology,https://openalex.org/I111753288; https://openalex.org/I4210132990; https://openalex.org/I4210136047,CN,China,https://doi.org/10.1016/j.csi.2023.103755,en,False,closed,primary_topic.subfield.id:1702,3,0.75,5,3,1
https://openalex.org/W4367721873,Linguistic Models: Optimization With the Use of Conditional Fuzzy C-Means,2023,2023-05-02,article,3.0,0.75,0.5112,26.0,Fuzzy Logic and Control Systems; Multi-Criteria Decision Making; Rough Sets and Fuzzy Logic,Fuzzy logic; Interpretability; Computer science; Data mining; Cluster analysis; Context (archaeology); Fuzzy clustering; Space (punctuation); Fuzzy set; Artificial intelligence; Mathematics; Defuzzification; Fuzzy number; Machine learning; Geography,Fuzzy Logic and Control Systems,Artificial Intelligence,Computer Science,Physical Sciences,IEEE Transactions on Emerging Topics in Computational Intelligence,journal,TaiLong Jing; Witold Pedrycz; Xiubin Zhu; Giancarlo Succi; Zhiwu Li,Luoyang Institute of Science and Technology; University of Alberta; Istinye University; Systems Research Institute; Polish Academy of Sciences; Xidian University; University of Bologna; Macau University of Science and Technology,https://openalex.org/I72565114; https://openalex.org/I154425047; https://openalex.org/I4210121333; https://openalex.org/I66083562; https://openalex.org/I99542240; https://openalex.org/I149594827; https://openalex.org/I9360294; https://openalex.org/I111950717,CN; CA; TR; PL; IT; MO,China; Canada; Turkey; Poland; Italy; Macao,https://doi.org/10.1109/tetci.2023.3265391,en,False,closed,primary_topic.subfield.id:1702,3,0.75,5,8,6
https://openalex.org/W4367721879,Online Learning With Incremental Feature Space and Bandit Feedback,2023,2023-05-02,article,3.0,0.75,0.5112,37.0,Data Stream Mining Techniques; Advanced Bandit Algorithms Research; Online Learning and Analytics,Computer science; Data stream; Classifier (UML); Feature vector; Empirical risk minimization; Recommender system; Machine learning; Feature (linguistics); Data space; Incremental learning; Artificial intelligence; Data stream mining; Online learning; Minification; Data mining,Data Stream Mining Techniques,Artificial Intelligence,Computer Science,Physical Sciences,IEEE Transactions on Knowledge and Data Engineering,journal,Shilin Gu; Tingjin Luo; Ming He; Chenping Hou,National University of Defense Technology; PLA Army Engineering University,https://openalex.org/I170215575; https://openalex.org/I4210163363,CN,China,https://doi.org/10.1109/tkde.2023.3272313,en,False,closed,primary_topic.subfield.id:1702,3,0.75,4,2,1
https://openalex.org/W4367721908,TransCP: A Transformer Pointer Network for Generic Entity Description Generation With Explicit Content-Planning,2023,2023-05-02,article,3.0,0.75,0.5112,48.0,Topic Modeling; Natural Language Processing Techniques; Advanced Text Analysis Techniques,Computer science; Transformer; Pointer (user interface); Sentence; Decoding methods; Encoder; Artificial intelligence; Natural language processing; Information retrieval; Theoretical computer science; Data mining; Algorithm,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,IEEE Transactions on Knowledge and Data Engineering,journal,Bayu Distiawan Trisedya; Jianzhong Qi; Hai-Tao Zheng; Flora D. Salim; Rui Zhang,University of Indonesia; The University of Melbourne; Tsinghua University; UNSW Sydney,https://openalex.org/I29617571; https://openalex.org/I165779595; https://openalex.org/I99065089; https://openalex.org/I31746571,ID; AU; CN,Indonesia; Australia; China,https://doi.org/10.1109/tkde.2023.3271971,en,False,closed,primary_topic.subfield.id:1702,3,0.75,5,4,3
https://openalex.org/W4367724461,Applications of Deep Learning in Healthcare: A Systematic Analysis,2023,2023-01-01,book-chapter,3.0,0.75,1.5607,34.0,Machine Learning in Healthcare; COVID-19 diagnosis using AI; Artificial Intelligence in Healthcare,Field (mathematics); Artificial intelligence; Computer science; Deep learning; Health care; Data science; Artificial neural network; Quality (philosophy); Machine learning; Political science,Machine Learning in Healthcare,Artificial Intelligence,Computer Science,Physical Sciences,Lecture notes in electrical engineering,book series,Ishani Kathuria; Madhulika Bhatia; Anchal Garg; Ashish Grover,Amity University; University of Greater Manchester; Manav Rachna International Institute of Research and Studies,https://openalex.org/I191972202; https://openalex.org/I165678365; https://openalex.org/I55016150,IN; GB,India; United Kingdom,https://doi.org/10.1007/978-981-19-9876-8_29,en,False,closed,primary_topic.subfield.id:1702,3,0.75,4,3,2
https://openalex.org/W4367724509,Comparative Analysis of Transfer Learning Models in Classification of Histopathological Whole Slide Images,2023,2023-01-01,book-chapter,3.0,0.75,1.5997,16.0,AI in cancer detection; Digital Imaging for Blood Diseases; COVID-19 diagnosis using AI,Benchmark (surveying); Confusion matrix; Transfer of learning; Confusion; Artificial intelligence; Computer science; Histopathology; Reliability (semiconductor); Digital imaging; Medical physics; Digital pathology; Digital image; Machine learning; Pattern recognition (psychology); Pathology; Image processing; Medicine; Image (mathematics); Cartography,AI in cancer detection,Artificial Intelligence,Computer Science,Physical Sciences,Lecture notes in electrical engineering,book series,Javaid Ahmad Wani; Nonita Sharma,Dr. B. R. Ambedkar National Institute of Technology Jalandhar; Indira Gandhi Delhi Technical University for Women,https://openalex.org/I70971781; https://openalex.org/I4210143260,IN,India,https://doi.org/10.1007/978-981-19-9876-8_27,en,False,closed,primary_topic.subfield.id:1702,3,0.75,2,2,1
https://openalex.org/W4367724958,A Brief Survey on Recommendation System for a Gradient Classifier based Inadequate Approach System,2023,2023-01-01,article,3.0,0.75,0.497,25.0,Data Stream Mining Techniques; Face and Expression Recognition; Network Security and Intrusion Detection,Recommender system; Computer science; Classifier (UML); Service provider; The Internet; Function (biology); Order (exchange); Machine learning; Artificial intelligence; Data mining; World Wide Web; Service (business),Data Stream Mining Techniques,Artificial Intelligence,Computer Science,Physical Sciences,Middle East Journal of Applied Science & Technology,journal,R.Sowmya; Dr.T.Ananth Kumar; Dr.R. Rajmohan; Dr.P. Kanimozhi; Dr.Christo Ananth; Sunday A. AJAGBE,SRM University; VIT-AP University; Samarkand State University named after Sharof Rashidov; Ladoke Akintola University of Technology,https://openalex.org/I4210131147; https://openalex.org/I4401726783; https://openalex.org/I1299170990; https://openalex.org/I45230691,IN; UZ; NG,India; Uzbekistan; Nigeria,https://doi.org/10.46431/mejast.2023.6201,en,True,bronze,primary_topic.subfield.id:1702,3,0.75,6,4,3
https://openalex.org/W4367840751,Combined knowledge transfer and adaptive coordinate systems approach for evolutionary bilevel optimization,2023,2023-05-03,article,3.0,0.75,0.5112,47.0,Metaheuristic Optimization Algorithms Research; Advanced Multi-Objective Optimization Algorithms; Optimization and Mathematical Programming,Benchmark (surveying); Differential evolution; Computer science; Mathematical optimization; Bilevel optimization; Operator (biology); Mutation; Algorithm; Optimization problem; Mathematics,Metaheuristic Optimization Algorithms Research,Artificial Intelligence,Computer Science,Physical Sciences,Expert Systems with Applications,journal,Li‐Bin Lin; Ting Liu; Hao Zhang; Jiewu Leng; Lijun Wei; Qiang Liu,Guangdong University of Technology,https://openalex.org/I139024713,CN,China,https://doi.org/10.1016/j.eswa.2023.120309,en,False,closed,primary_topic.subfield.id:1702,3,0.75,6,1,1
