paper_id,title,publication_year,publication_date,publication_type,citation_count,citations_per_year,fwci,referenced_works_count,topics,keywords,primary_topic,primary_subfield,primary_field,primary_domain,venue_source,venue_type,authors,institutions,institution_ids,countries,country_names,doi,language,is_oa,oa_status,search_term_used,paper_age,citation_velocity,author_count,institution_count,country_count
https://openalex.org/W3046858020,Decomposition Based Cloud Resource Demand Prediction Using Extreme Learning Machines,2020,2020-07-31,article,30.0,4.285714285714286,3.3973,73.0,Machine Learning and ELM; Cloud Computing and Resource Management; Data Stream Mining Techniques,Computer science; Autoregressive integrated moving average; Workload; Cloud computing; Artificial neural network; Time series; Extreme learning machine; Support vector machine; Artificial intelligence; Machine learning; Data mining; Operating system,Machine Learning and ELM,Artificial Intelligence,Computer Science,Physical Sciences,Journal of Network and Systems Management,journal,Jitendra Kumar; Ashutosh Kumar Singh,National Institute of Technology Tiruchirappalli; National Institute of Technology Kurukshetra,https://openalex.org/I122964287; https://openalex.org/I105094715,IN,India,https://doi.org/10.1007/s10922-020-09557-6,en,False,closed,primary_topic.subfield.id:1702,6,4.285714285714286,2,2,1
https://openalex.org/W3046875082,Importance of Big Data in Precision and Personalized Medicine,2020,2020-06-01,article,30.0,4.285714285714286,3.0489,32.0,Machine Learning in Healthcare; Artificial Intelligence in Healthcare; Bioinformatics and Genomic Networks,Biomedicine; Big data; Data science; Personalized medicine; Computer science; Precision medicine; Adaptation (eye); Maturity (psychological); Medicine; Data mining; Bioinformatics; Psychology,Machine Learning in Healthcare,Artificial Intelligence,Computer Science,Physical Sciences,"2020 International Congress on Human-Computer Interaction, Optimization and Robotic Applications (HORA)",journal,Muhammad Raza Naqvi; Muhammad Jaffar; Muhammad Aslam; Syed Khuram Shahzad; Muhammad Waseem Iqbal; Amjad Farooq,Superior University; University of Engineering and Technology Lahore; University of Management and Technology,https://openalex.org/I4210100043; https://openalex.org/I142732210; https://openalex.org/I87482320,PK,Pakistan,https://doi.org/10.1109/hora49412.2020.9152842,en,False,closed,primary_topic.subfield.id:1702,6,4.285714285714286,6,3,1
https://openalex.org/W3046996261,Hybrid Henry Gas Solubility Optimization Algorithm Based on the Harris Hawk Optimization,2020,2020-01-01,article,30.0,4.285714285714286,2.4487,87.0,Metaheuristic Optimization Algorithms Research; Advanced Multi-Objective Optimization Algorithms; Evolutionary Algorithms and Applications,Algorithm; Benchmark (surveying); Optimization algorithm; Computer science; Function (biology); Upload; Energy (signal processing); Mathematical optimization; Mathematics; Geology,Metaheuristic Optimization Algorithms Research,Artificial Intelligence,Computer Science,Physical Sciences,IEEE Access,journal,Wei Xie; Cheng Xing; Jie‐Sheng Wang; Shasha Guo; Meng-Wei Guo; Lingfeng Zhu,University of Science and Technology Liaoning,https://openalex.org/I114117164,CN,China,https://doi.org/10.1109/access.2020.3014309,en,True,gold,primary_topic.subfield.id:1702,6,4.285714285714286,6,1,1
https://openalex.org/W3047326904,Detecting hate speech against politicians in Arabic community on social media,2020,2020-07-31,article,30.0,4.285714285714286,2.8562,57.0,Hate Speech and Cyberbullying Detection; Internet Traffic Analysis and Secure E-voting; Spam and Phishing Detection,Computer science; Artificial intelligence; Natural language processing; Word2vec; Sentiment analysis; Classifier (UML); Multilayer perceptron; Originality; Arabic; Artificial neural network; Speech recognition; Linguistics,Hate Speech and Cyberbullying Detection,Artificial Intelligence,Computer Science,Physical Sciences,International Journal of Web Information Systems,journal,Imane Guellil; Ahsan Adeel; Faiçal Azouaou; Sara Chennoufi; Hanene Maafi; Thinhinane Hamitouche,Aston University; École Nationale Supérieure d'Informatique; University of Wolverhampton,https://openalex.org/I169199633; https://openalex.org/I4210149016; https://openalex.org/I119664326,GB; DZ,United Kingdom; Algeria,https://doi.org/10.1108/ijwis-08-2019-0036,en,False,closed,primary_topic.subfield.id:1702,6,4.285714285714286,6,3,2
https://openalex.org/W3047383267,Forecasting Day-Ahead Hourly Photovoltaic Power Generation Using Convolutional Self-Attention Based Long Short-Term Memory,2020,2020-08-04,article,30.0,4.285714285714286,2.8563,40.0,Solar Radiation and Photovoltaics; Energy Load and Power Forecasting; Photovoltaic System Optimization Techniques,Computer science; Deep learning; Photovoltaic system; Artificial intelligence; Context (archaeology); Convolutional neural network; Machine learning; Electricity generation; Electric power system; Artificial neural network; Power (physics); Reliability engineering; Engineering,Solar Radiation and Photovoltaics,Artificial Intelligence,Computer Science,Physical Sciences,Energies,journal,Dukhwan Yu; Wonik Choi; Myoungsoo Kim; Ling Liu,Inha University; Georgia Institute of Technology,https://openalex.org/I191879574; https://openalex.org/I130701444,KR; US,South Korea; United States,https://doi.org/10.3390/en13154017,en,True,gold,primary_topic.subfield.id:1702,6,4.285714285714286,4,2,2
https://openalex.org/W3047603432,A multi-feature fusion model for Chinese relation extraction with entity sense,2020,2020-08-03,article,30.0,4.285714285714286,2.9906,52.0,Topic Modeling; Natural Language Processing Techniques; Advanced Text Analysis Techniques,Computer science; Polysemy; Natural language processing; Artificial intelligence; Ambiguity; Sentence; Character (mathematics); Semantics (computer science); Word (group theory); Relation (database); Feature (linguistics); Convolutional neural network; SemEval; Task (project management); Linguistics; Data mining,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,Knowledge-Based Systems,journal,Jianying Zhang; Kuangrong Hao; Xue‐song Tang; Xin Cai; Yan Xiao; Tong Wang,Donghua University,https://openalex.org/I181326427,CN,China,https://doi.org/10.1016/j.knosys.2020.106348,en,True,hybrid,primary_topic.subfield.id:1702,6,4.285714285714286,6,1,1
https://openalex.org/W3048709363,LOss-Based SensiTivity rEgulaRization: Towards deep sparse neural networks,2021,2021-12-02,article,30.0,5.0,3.0781,67.0,Anomaly Detection Techniques and Applications; Advanced Neural Network Applications; Domain Adaptation and Few-Shot Learning,Sensitivity (control systems); Regularization (linguistics); Artificial neural network; Computer science; Algorithm; Artificial intelligence; Variation (astronomy); Pattern recognition (psychology); Physics,Anomaly Detection Techniques and Applications,Artificial Intelligence,Computer Science,Physical Sciences,Neural Networks,journal,Enzo Tartaglione; Andrea Bragagnolo; Attilio Fiandrotti; Marco Grangetto,Télécom Paris; Institut Polytechnique de Paris; Laboratoire Traitement et Communication de l’Information; University of Turin,https://openalex.org/I12356871; https://openalex.org/I4210145102; https://openalex.org/I4210165912; https://openalex.org/I55143463,FR; IT,France; Italy,https://doi.org/10.1016/j.neunet.2021.11.029,en,True,bronze,primary_topic.subfield.id:1702,5,5.0,4,4,2
https://openalex.org/W3048711954,Optimization of light-dependent resistor sensor for the application of solar energy tracking system,2020,2020-08-11,article,30.0,4.285714285714286,1.768,23.0,Solar Radiation and Photovoltaics; Photovoltaic System Optimization Techniques; Solar Thermal and Photovoltaic Systems,Irradiance; Photovoltaic system; Light intensity; Resistor; Optics; Sunlight; Maximum power principle; Solar irradiance; Photoresistor; Intensity (physics); Power (physics); Radiant energy; Materials science; Optoelectronics; Environmental science; Electrical engineering; Physics; Engineering; Voltage; Meteorology; Radiation,Solar Radiation and Photovoltaics,Artificial Intelligence,Computer Science,Physical Sciences,SN Applied Sciences,journal,Venkatarao Dadi; Swapna Peravali,Andhra University,https://openalex.org/I100887729,IN,India,https://doi.org/10.1007/s42452-020-03293-x,en,True,bronze,primary_topic.subfield.id:1702,6,4.285714285714286,2,1,1
https://openalex.org/W3048993737,Quantum advantage for computations with limited space,2021,2021-06-28,article,30.0,5.0,2.6597,39.0,Quantum Computing Algorithms and Architecture; Quantum Information and Cryptography; Complexity and Algorithms in Graphs,Quantum computer; Quantum sort; Quantum algorithm; Quantum; Quantum information; Quantum error correction; Computation; Quantum process; Quantum capacity,Quantum Computing Algorithms and Architecture,Artificial Intelligence,Computer Science,Physical Sciences,Nature Physics,journal,Dmitri Maslov; Jin-Sung Kim; Sergey Bravyi; Theodore J. Yoder; Sarah Sheldon,IBM (United States); IBM Research - Almaden,https://openalex.org/I1341412227; https://openalex.org/I4210085935,US,United States,https://doi.org/10.1038/s41567-021-01271-7,en,True,green,primary_topic.subfield.id:1702,5,5.0,5,2,1
https://openalex.org/W3061819606,Time-Varying Graph Signal Denoising via Median Filters,2020,2020-08-19,article,30.0,4.285714285714286,2.3102,22.0,Advanced Graph Neural Networks; Complex Network Analysis Techniques; Internet Traffic Analysis and Secure E-voting,Outlier; Graph; Computer science; Signal processing; Noise reduction; Linear map; Algorithm; Theoretical computer science; Mathematics; Artificial intelligence; Digital signal processing,Advanced Graph Neural Networks,Artificial Intelligence,Computer Science,Physical Sciences,IEEE Transactions on Circuits & Systems II Express Briefs,journal,D.B.H. Tay; Junzheng Jiang,Deakin University; Guilin University of Electronic Technology,https://openalex.org/I149704539; https://openalex.org/I5343935,AU; CN,Australia; China,https://doi.org/10.1109/tcsii.2020.3017800,en,True,green,primary_topic.subfield.id:1702,6,4.285714285714286,2,2,2
