paper_id,title,publication_year,publication_date,publication_type,citation_count,citations_per_year,referenced_works_count,topics,primary_topic,primary_subfield,primary_field,primary_domain,venue_source,venue_type,authors,institutions,institution_ids,countries,doi,language,is_oa,oa_status,paper_age,author_count,institution_count,country_count,topic_bucket,venue_group,sector,sample_year,sample_weight,novelty_proxy
https://openalex.org/W2332077234,Improvements coming to A&amp;G,2000,2000-12-01,article,0.0,0.0,0.0,Educational Robotics and Engineering; Engineering and Material Science Research; Diverse Scientific and Economic Studies,Educational Robotics and Engineering,Artificial Intelligence,Computer Science,Physical Sciences,Astronomy & Geophysics,journal,SB,,,,https://doi.org/10.1093/astrog/41.6.6.6-b,en,True,bronze,26,1,0,0,Robotics,Article / Journal,Other / Mixed,2000,79.80514705882354,0.843
https://openalex.org/W1651066208,Capteurs intelligents par réseaux de neurones: l'exemple d'un microsystème d'inspection visuelle [Intelligent sensors using neural networks: the example of a microsystem for visual inspection],2000,2000-10-01,article,1.0,0.037037037037037035,0.0,Neural Networks and Applications; Industrial Vision Systems and Defect Detection; Infrared Target Detection Methodologies,Neural Networks and Applications,Artificial Intelligence,Computer Science,Physical Sciences,Engineering Science and Education Journal,journal,Dominique Martinez,Laboratoire Lorrain de Recherche en Informatique et ses Applications; Centre National de la Recherche Scientifique,https://openalex.org/I4210121838; https://openalex.org/I1294671590,FR,https://doi.org/10.1049/esej:20000509,fr,False,closed,26,1,2,1,Computer Vision,Article / Journal,Other / Mixed,2000,79.80514705882354,0.843
https://openalex.org/W2066760325,Chaotic-oscillator measuring devices,2000,2000-05-01,article,5.0,0.18518518518518517,3.0,Neural Networks and Applications; Chaos control and synchronization,Neural Networks and Applications,Artificial Intelligence,Computer Science,Physical Sciences,Measurement Techniques,journal,L. V. Kolpakova,,,,https://doi.org/10.1007/bf02503647,en,False,closed,26,1,0,0,Core ML / Deep Learning,Article / Journal,Other / Mixed,2000,79.80514705882354,0.637
https://openalex.org/W4235359973,remote database access,2000,2000-01-01,book-chapter,3.0,0.1111111111111111,0.0,Advanced Computational Techniques and Applications; Mobile Agent-Based Network Management; Advanced Database Systems and Queries,Advanced Computational Techniques and Applications,Artificial Intelligence,Computer Science,Physical Sciences,,,Martin H. Weik,,,,https://doi.org/10.1007/1-4020-0613-6_16036,en,False,closed,26,1,0,0,Core ML / Deep Learning,Book chapter,Other / Mixed,2000,79.80514705882354,0.843
https://openalex.org/W2738907027,"An Experiment in Classroom Teaching for bringing out Learners' Originality and Inventiveness through Making Mechanical Models in Mechanical Engineering Education : Improving the Instruction Method by Introducing Design, Making, and Performance Test of Impellers",2000,2000-03-10,article,0.0,0.0,0.0,Educational Robotics and Engineering; Mechatronics Education and Applications; Engineering Education and Curriculum Development,Educational Robotics and Engineering,Artificial Intelligence,Computer Science,Physical Sciences,Journal of Science Education in Japan,journal,Sumiyoshi Mita,"National Institute of Technology, Oyama College",https://openalex.org/I4210137284,JP,https://doi.org/10.14935/jssej.24.58,en,False,closed,26,1,1,1,Robotics,Article / Journal,Academia,2000,79.80514705882354,0.843
https://openalex.org/W4232949636,Statistical modelling and testing of data variability,2000,2000-11-17,book-chapter,0.0,0.0,0.0,Statistical and Computational Modeling; Advanced Statistical Methods and Models,Statistical and Computational Modeling,Artificial Intelligence,Computer Science,Physical Sciences,,,L Wolstenholme,,,,https://doi.org/10.1201/9781439822791.ch14,en,False,closed,26,1,0,0,Core ML / Deep Learning,Book chapter,Other / Mixed,2000,79.80514705882354,0.843
https://openalex.org/W1504723820,Partial Information in Multimodal Dialogue,2000,2000-01-01,book-chapter,7.0,0.25925925925925924,19.0,Speech and dialogue systems; Multi-Agent Systems and Negotiation; Natural Language Processing Techniques,Speech and dialogue systems,Artificial Intelligence,Computer Science,Physical Sciences,Lecture notes in computer science,book series,Matthias Denecke; Jie Yang,Carnegie Mellon University,https://openalex.org/I74973139,US,https://doi.org/10.1007/3-540-40063-x_81,en,False,closed,26,2,1,1,NLP,Book chapter,Academia,2000,79.80514705882354,0.315
https://openalex.org/W2050956185,Structure analysis of a class of fuzzy controllers using pseudo trapezoid shaped membership functions,2000,2000-06-01,article,4.0,0.14814814814814814,8.0,Fuzzy Logic and Control Systems; Fuzzy Systems and Optimization; Neural Networks and Applications,Fuzzy Logic and Control Systems,Artificial Intelligence,Computer Science,Physical Sciences,"Science in China. Series E, Technological sciences/Science in China. Series E, Technological Sciences",journal,Zeng Ke; Naiyao Zhang; Wenli Xu,Tsinghua University,https://openalex.org/I99065089,CN,https://doi.org/10.1007/bf02916830,en,False,closed,26,3,1,1,Robotics,Article / Journal,Academia,2000,79.80514705882354,0.533
https://openalex.org/W2503209506,Silvio Ceccato and the correlational grammar,2000,2000-12-04,book-chapter,1.0,0.037037037037037035,0.0,Linguistic Studies and Language Acquisition; Historical Linguistics and Language Studies,Linguistic Studies and Language Acquisition,Artificial Intelligence,Computer Science,Physical Sciences,"Amsterdam studies in the theory and history of linguistic science. Series 3, Studies in the history of linguistics",book series,Ernst von Glasersfeld,,,,https://doi.org/10.1075/sihols.97.27gla,en,False,closed,26,1,0,0,NLP,Book chapter,Other / Mixed,2000,79.80514705882354,0.843
https://openalex.org/W2952996192,Verifying the Unification Algorithm in LCF,2000,2000-09-29,preprint,2.0,0.07407407407407407,12.0,"Logic, programming, and type systems; Parallel Computing and Optimization Techniques; Formal Methods in Verification","Logic, programming, and type systems",Artificial Intelligence,Computer Science,Physical Sciences,ArXiv.org,repository,Lawrence C. Paulson,University of Cambridge,https://openalex.org/I241749,GB,https://doi.org/10.48550/arxiv.cs/9301101,en,True,green,26,1,1,1,ML Theory & Optimization,Preprint,Academia,2000,79.80514705882354,0.457
https://openalex.org/W2104073699,Descendants and Origins in Term Rewriting,2000,2000-05-01,article,38.0,1.4074074074074074,87.0,"Logic, programming, and type systems; Logic, Reasoning, and Knowledge; Formal Methods in Verification","Logic, programming, and type systems",Artificial Intelligence,Computer Science,Physical Sciences,Information and Computation,journal,Inge Bethke; Jan Willem Klop; Roel de Vrijer,University of Amsterdam; Radboud University Nijmegen; Vrije Universiteit Amsterdam,https://openalex.org/I887064364; https://openalex.org/I145872427; https://openalex.org/I865915315,NL,https://doi.org/10.1006/inco.2000.2876,en,True,green,26,3,3,1,Core ML / Deep Learning,Article / Journal,Academia,2000,79.80514705882354,0.011
https://openalex.org/W2118207610,A continually online-trained neural network controller for brushless DC motor drives,2000,2000-01-01,article,57.0,2.111111111111111,27.0,Neural Networks and Applications; Sensorless Control of Electric Motors; Iterative Learning Control Systems,Neural Networks and Applications,Artificial Intelligence,Computer Science,Physical Sciences,IEEE Transactions on Industry Applications,journal,A. Rubaai; R. Kotaru; M.D. Kankam,Howard University; Glenn Research Center,https://openalex.org/I137853757; https://openalex.org/I2799786008,US,https://doi.org/10.1109/28.833764,en,False,closed,26,3,2,1,Robotics,Article / Journal,Academia,2000,79.80514705882354,0.207
https://openalex.org/W2119981768,Regression Analysis for Interval-Valued Data,2000,2000-01-01,book-chapter,247.0,9.148148148148149,1.0,Neural Networks and Applications,Neural Networks and Applications,Artificial Intelligence,Computer Science,Physical Sciences,"Studies in classification, data analysis, and knowledge organization",book series,Lynne Billard; Edwin Diday,University of Georgia; Université Paris Cité; Université Paris Dauphine-PSL; Centre de Recherche en Mathématiques de la Décision,https://openalex.org/I165733156; https://openalex.org/I204730241; https://openalex.org/I56435720; https://openalex.org/I171048554,US; FR,https://doi.org/10.1007/978-3-642-59789-3_58,en,False,closed,26,2,4,2,Core ML / Deep Learning,Book chapter,Academia,2000,79.80514705882354,0.676
https://openalex.org/W1530251607,A Learning Approach to Shallow Parsing,2000,2000-08-22,article,80.0,2.962962962962963,15.0,Natural Language Processing Techniques; Topic Modeling; Speech and dialogue systems,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,ArXiv.org,repository,M. Ruiz Muñoz; Vasin Punyakanok; Dan Roth; Dav Zimak,,,,https://doi.org/10.48550/arxiv.cs/0008022,en,True,green,26,4,0,0,NLP,Article / Journal,Other / Mixed,2000,79.80514705882354,0.394
https://openalex.org/W1490772220,Generating recordable answers to field-coded questions,2000,2000-08-03,book-chapter,0.0,0.0,0.0,Semantic Web and Ontologies; Natural Language Processing Techniques,Semantic Web and Ontologies,Artificial Intelligence,Computer Science,Physical Sciences,Cambridge University Press eBooks,ebook platform,Hanneke Houtkoop-Steenstra,Utrecht University,https://openalex.org/I193662353,NL,https://doi.org/10.1017/cbo9780511489457.008,en,False,closed,26,1,1,1,NLP,Book chapter,Academia,2000,79.80514705882354,0.843
https://openalex.org/W1525762891,Footux Team Description A Hybrid Recursive Based Agent Architecture,2000,2000-01-01,book-chapter,5.0,0.18518518518518517,6.0,Multi-Agent Systems and Negotiation; AI-based Problem Solving and Planning; Simulation Techniques and Applications,Multi-Agent Systems and Negotiation,Artificial Intelligence,Computer Science,Physical Sciences,Lecture notes in computer science,book series,F. Girault; Serge Stinckwich,Université de Caen Normandie; GREYC; Centre National de la Recherche Scientifique,https://openalex.org/I98702875; https://openalex.org/I4210139483; https://openalex.org/I1294671590,FR,https://doi.org/10.1007/3-540-45327-x_52,en,False,closed,26,2,3,1,Core ML / Deep Learning,Book chapter,Academia,2000,79.80514705882354,0.58
https://openalex.org/W1509783331,Cognition friendly interaction,2000,2000-01-01,article,2.0,0.07407407407407407,4.0,Intelligent Tutoring Systems and Adaptive Learning,Intelligent Tutoring Systems and Adaptive Learning,Artificial Intelligence,Computer Science,Physical Sciences,AIP conference proceedings,journal,Balaram Das,Defence Science and Technology Group,https://openalex.org/I1303474014,AU,https://doi.org/10.1063/1.59968,en,False,closed,26,1,1,1,Core ML / Deep Learning,Article / Journal,Other / Mixed,2000,79.80514705882354,0.616
https://openalex.org/W4243740057,internet groper,2000,2000-01-01,book-chapter,0.0,0.0,0.0,"Law, AI, and Intellectual Property","Law, AI, and Intellectual Property",Artificial Intelligence,Computer Science,Physical Sciences,,,Martin H. Weik,,,,https://doi.org/10.1007/1-4020-0613-6_9468,en,False,closed,26,1,0,0,Core ML / Deep Learning,Book chapter,Other / Mixed,2000,79.80514705882354,0.843
https://openalex.org/W2619322117,Stochastic Approximation Type Nonlinear Filter with Randomly Varying Truncations,2000,2000-06-01,article,1.0,0.037037037037037035,15.0,Target Tracking and Data Fusion in Sensor Networks; Distributed Sensor Networks and Detection Algorithms; Control Systems and Identification,Target Tracking and Data Fusion in Sensor Networks,Artificial Intelligence,Computer Science,Physical Sciences,IFAC Proceedings Volumes,journal,Katsuji Uosaki; Han-Fu Chen; Toshiharu Hatanaka,Tottori University,https://openalex.org/I4588055,JP,https://doi.org/10.1016/s1474-6670(17)39908-1,en,False,closed,26,3,1,1,Robotics,Article / Journal,Academia,2000,79.80514705882354,0.394
https://openalex.org/W2115457348,Goal-oriented and similarity-based retrieval of software engineering experienceware,2000,2000-01-01,book-chapter,14.0,0.5185185185185185,19.0,AI-based Problem Solving and Planning; Advanced Software Engineering Methodologies; Software Engineering Research,AI-based Problem Solving and Planning,Artificial Intelligence,Computer Science,Physical Sciences,Lecture notes in computer science,book series,Christiane Gresse von Wangenheim; Klaus‐Dieter Althoff; Ricardo Miranda Barcia,Universidade Federal de Santa Catarina; Fraunhofer Society; Fraunhofer Institute for Experimental Software Engineering,https://openalex.org/I4104125; https://openalex.org/I4923324; https://openalex.org/I4210098380,BR; DE,https://doi.org/10.1007/bfb0101417,en,False,closed,26,3,3,2,Core ML / Deep Learning,Book chapter,Academia,2000,79.80514705882354,0.315
https://openalex.org/W1624351271,A classification of classical representations for quantum-like systems,2000,2000-08-14,preprint,3.0,0.1111111111111111,0.0,Quantum Information and Cryptography; Quantum Mechanics and Applications; Quantum Computing Algorithms and Architecture,Quantum Information and Cryptography,Artificial Intelligence,Computer Science,Physical Sciences,ArXiv.org,repository,Bob Coecke,Vrije Universiteit Brussel,https://openalex.org/I13469542,BE,https://doi.org/10.48550/arxiv.quant-ph/0008062,en,True,green,26,1,1,1,Core ML / Deep Learning,Preprint,Academia,2000,79.80514705882354,0.843
https://openalex.org/W1483545604,Updates plus Preferences,2000,2000-01-01,book-chapter,38.0,1.4074074074074074,18.0,"Logic, Reasoning, and Knowledge; Logic, programming, and type systems; Semantic Web and Ontologies","Logic, Reasoning, and Knowledge",Artificial Intelligence,Computer Science,Physical Sciences,Lecture notes in computer science,book series,José Júlio Alferes; Luı́s Moniz Pereira,Universidade Nova de Lisboa; University of Lisbon,https://openalex.org/I83558840; https://openalex.org/I141596103,PT,https://doi.org/10.1007/3-540-40006-0_24,en,False,closed,26,2,2,1,Core ML / Deep Learning,Book chapter,Academia,2000,79.80514705882354,0.334
https://openalex.org/W1886503875,Vocabulary tests: four case studies,2000,2000-02-13,book-chapter,0.0,0.0,0.0,Natural Language Processing Techniques; Second Language Acquisition and Learning,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,Cambridge University Press eBooks,ebook platform,John A. Read,Victoria University of Wellington,https://openalex.org/I41156924,NZ,https://doi.org/10.1017/cbo9780511732942.006,en,False,closed,26,1,1,1,NLP,Book chapter,Academia,2000,79.80514705882354,0.843
https://openalex.org/W1654640810,"Compositionality, Synonymy, and the Systematic Representation of Meaning",2000,2000-01-09,preprint,10.0,0.37037037037037035,6.0,"Logic, Reasoning, and Knowledge; Advanced Algebra and Logic; Natural Language Processing Techniques","Logic, Reasoning, and Knowledge",Artificial Intelligence,Computer Science,Physical Sciences,arXiv (Cornell University),repository,Shalom Lappin; Wlodek Zadrozny,King's College London; IBM (United States),https://openalex.org/I183935753; https://openalex.org/I1341412227,GB; US,https://doi.org/10.48550/arxiv.cs/0001006,en,True,green,26,2,2,2,NLP,Preprint,Academia–Industry,2000,79.80514705882354,0.58
https://openalex.org/W1984972783,Neuromagnetic measurements of the brain activation during infrequent stimulus detection in visual and auditory modalities,2000,2000-05-01,article,0.0,0.0,0.0,Neural Networks and Applications,Neural Networks and Applications,Artificial Intelligence,Computer Science,Physical Sciences,NeuroImage,journal,Sunao Iwaki; Naoya Hirata; Mitsuo Tonoike; Isao Kaetsu,,,,https://doi.org/10.1016/s1053-8119(00)91641-0,en,False,closed,26,4,0,0,Core ML / Deep Learning,Article / Journal,Other / Mixed,2000,79.80514705882354,0.843
https://openalex.org/W2106088748,A spoken-access approach for chinese text and speech information retrieval,2000,2000-01-01,article,4.0,0.14814814814814814,42.0,Speech Recognition and Synthesis; Speech and dialogue systems; Music and Audio Processing,Speech Recognition and Synthesis,Artificial Intelligence,Computer Science,Physical Sciences,Journal of the American Society for Information Science,journal,Lee‐Feng Chien; Hsin‐Min Wang; Bo-Ren Bai; Sun-Chien Lin,"Academia Sinica; Institute of Information Science, Academia Sinica; National Taiwan University; Shih Hsin University",https://openalex.org/I84653119; https://openalex.org/I4210098366; https://openalex.org/I16733864; https://openalex.org/I68348662,TW,https://doi.org/10.1002/(sici)1097-4571(2000)51:4<313::aid-asi2>3.0.co;2-i,en,False,closed,26,4,4,1,NLP,Article / Journal,Academia,2000,79.80514705882354,0.088
https://openalex.org/W2013876659,Speech interfaces from an evolutionary perspective,2000,2000-09-01,article,143.0,5.296296296296297,11.0,Speech and dialogue systems; Music and Audio Processing; Language and cultural evolution,Speech and dialogue systems,Artificial Intelligence,Computer Science,Physical Sciences,Communications of the ACM,journal,Clifford Nass; Li Gong,Stanford University,https://openalex.org/I97018004,US,https://doi.org/10.1145/348941.348976,en,True,bronze,26,2,1,1,NLP,Article / Journal,Academia,2000,79.80514705882354,0.48
https://openalex.org/W2140052460,A Minimax Method for Learning Functional Networks,2000,2000-02-01,article,37.0,1.3703703703703705,11.0,Neural Networks and Applications; Neural Networks Stability and Synchronization; Advanced Optimization Algorithms Research,Neural Networks and Applications,Artificial Intelligence,Computer Science,Physical Sciences,Neural Processing Letters,journal,Enrique Castillo; J. M. Gutiírrez; Ángel Cobo; C. Castillo,Universidad de Cantabria,https://openalex.org/I13134134,ES,https://doi.org/10.1023/a:1009628031942,en,False,closed,26,4,1,1,ML Theory & Optimization,Article / Journal,Other / Mixed,2000,79.80514705882354,0.48
https://openalex.org/W4230095227,Estimation in an Empirical Bayes Model for Longitudinal and Cross-Sectionally Clustered Binary Data,2000,2000-03-01,article,1.0,0.037037037037037035,0.0,Bayesian Methods and Mixture Models,Bayesian Methods and Mixture Models,Artificial Intelligence,Computer Science,Physical Sciences,Canadian Journal of Statistics,journal,Andreas Sashegyi; Karen Brown; Paul J. Farrell,,,,https://doi.org/10.2307/3315881,en,False,closed,26,3,0,0,ML Theory & Optimization,Article / Journal,Other / Mixed,2000,79.80514705882354,0.843
https://openalex.org/W1598844236,Interactive Japanese-to-Braille Translation Using Case-Based Knowledge on the Web,2000,2000-01-01,book-chapter,5.0,0.18518518518518517,3.0,AI-based Problem Solving and Planning; Natural Language Processing Techniques; Constraint Satisfaction and Optimization,AI-based Problem Solving and Planning,Artificial Intelligence,Computer Science,Physical Sciences,Lecture notes in computer science,book series,Satoshi Ono; Yoshinobu Hamada; Yoshitsugu Takagi; Seiichi Nishihara; Kazunori Mizuno,University of Tsukuba,https://openalex.org/I146399215,JP,https://doi.org/10.1007/3-540-44533-1_64,en,False,closed,26,5,1,1,NLP,Book chapter,Academia,2000,79.80514705882354,0.637
https://openalex.org/W1667270735,New strategy for suppressing decoherence in quantum computation,2000,2000-01-06,preprint,1.0,0.037037037037037035,0.0,Quantum Computing Algorithms and Architecture; Quantum Mechanics and Applications; Quantum Information and Cryptography,Quantum Computing Algorithms and Architecture,Artificial Intelligence,Computer Science,Physical Sciences,arXiv (Cornell University),repository,M. Dugić,University of Kragujevac,https://openalex.org/I14245010,RS,https://doi.org/10.48550/arxiv.quant-ph/0001009,en,True,green,26,1,1,1,Core ML / Deep Learning,Preprint,Academia,2000,79.80514705882354,0.843
https://openalex.org/W4230551601,KIRC: Kyutech Intelligent Robot Club,2000,2000-01-01,book-chapter,0.0,0.0,0.0,Multi-Agent Systems and Negotiation; Video Surveillance and Tracking Methods; Simulation Techniques and Applications,Multi-Agent Systems and Negotiation,Artificial Intelligence,Computer Science,Physical Sciences,Lecture notes in computer science,book series,Takeshi Ohashi; Masato Fukuda; Shuichi Enokida; T. Yoshida; Toshiaki Ejima,Kyushu Institute of Technology,https://openalex.org/I207014233,JP,https://doi.org/10.1007/3-540-45327-x_90,en,False,closed,26,5,1,1,Computer Vision,Book chapter,Academia,2000,79.80514705882354,0.843
https://openalex.org/W4230775544,"Minutes of the 1999 Mid-Year Council Meeting: Geological Society of America Headquarters Boulder, Co, U.S.A. 16-17 April 1999",2000,2000-07-01,article,0.0,0.0,0.0,Geochemistry and Geologic Mapping; Geological and Geochemical Analysis; Hydrocarbon exploration and reservoir analysis,Geochemistry and Geologic Mapping,Artificial Intelligence,Computer Science,Physical Sciences,Journal of Paleontology,journal,T. W. Henry,,,,https://doi.org/10.1017/s0022336000032856,en,False,closed,26,1,0,0,Core ML / Deep Learning,Article / Journal,Other / Mixed,2000,79.80514705882354,0.843
https://openalex.org/W2024164712,Integrating adaptive mutations and family competition into genetic algorithms as function optimizer,2000,2000-07-01,article,39.0,1.4444444444444444,0.0,Metaheuristic Optimization Algorithms Research; Evolutionary Algorithms and Applications; Advanced Multi-Objective Optimization Algorithms,Metaheuristic Optimization Algorithms Research,Artificial Intelligence,Computer Science,Physical Sciences,Soft Computing,journal,Jinn‐Moon Yang; C.-Y. Kao,National Taiwan University; National Taiwan University of Science and Technology,https://openalex.org/I16733864; https://openalex.org/I154864474,TW,https://doi.org/10.1007/s005000000045,en,False,closed,26,2,2,1,ML Theory & Optimization,Article / Journal,Academia,2000,79.80514705882354,0.843
https://openalex.org/W2181387605,Exploration for Epithermal Gold Deposits,2000,2000-01-01,book-chapter,813.0,30.11111111111111,115.0,Geochemistry and Geologic Mapping; Geological and Geochemical Analysis; Geochemistry and Geochronology of Asian Mineral Deposits,Geochemistry and Geologic Mapping,Artificial Intelligence,Computer Science,Physical Sciences,,,Jeffrey W. Hedenquist; Antonio Arribas R.; Eliseo Gonzalez-Urien,,,,https://doi.org/10.5382/rev.13.07,en,False,closed,26,3,0,0,Core ML / Deep Learning,Book chapter,Other / Mixed,2000,79.80514705882354,0.006
https://openalex.org/W2109139123,Domain-Oriented Engineering of Elevator Control Software,2000,2000-01-01,book-chapter,15.0,0.5555555555555556,16.0,Advanced Software Engineering Methodologies; Elevator Systems and Control; Model-Driven Software Engineering Techniques,Advanced Software Engineering Methodologies,Artificial Intelligence,Computer Science,Physical Sciences,Software Product Lines,conference,Kwan-Woo Lee; Kyo C. Kang; Eunman Koh; Wonsuk Chae; Bokyoung Kim; Byoung Wook Choi,Pohang University of Science and Technology; LSIS (South Korea); Korea Post; Sun Moon University,https://openalex.org/I123900574; https://openalex.org/I4210136610; https://openalex.org/I2799891827; https://openalex.org/I51926615,KR,https://doi.org/10.1007/978-1-4615-4339-8_1,en,False,closed,26,6,4,1,Core ML / Deep Learning,Book chapter,Academia,2000,79.80514705882354,0.371
https://openalex.org/W2122985348,Test and teach number ninety nine: part 2,2000,2000-01-01,article,3.0,0.1111111111111111,20.0,Educational Robotics and Engineering,Educational Robotics and Engineering,Artificial Intelligence,Computer Science,Physical Sciences,Pathology,journal,Ekrem Yavuz,,,,https://doi.org/10.1080/003130200104637,en,False,closed,26,1,0,0,Robotics,Article / Journal,Other / Mixed,2000,79.80514705882354,0.299
https://openalex.org/W87753962,On the use of speaking rate as a generalized feature to improve decision trees,2000,2000-10-16,article,1.0,0.037037037037037035,0.0,Fuzzy Logic and Control Systems,Fuzzy Logic and Control Systems,Artificial Intelligence,Computer Science,Physical Sciences,,,Robert Faltlhauser; Thilo Pfau; Günther Ruske,,,,https://doi.org/10.21437/icslp.2000-79,en,False,closed,26,3,0,0,Robotics,Article / Journal,Other / Mixed,2000,79.80514705882354,0.843
https://openalex.org/W1014795461,Simulating physiological and morphological properties of neurons with SNNAP (Simulator for Neural Networks and Action Potentials),2000,2000-01-01,article,2.0,0.07407407407407407,0.0,Neural Networks and Applications; EEG and Brain-Computer Interfaces; Neural dynamics and brain function,Neural Networks and Applications,Artificial Intelligence,Computer Science,Physical Sciences,University of Regensburg Publication Server (University of Regensburg),repository,Douglas A. Baxter; Yimao Cai; Brembs Björn; John H. Byrne,,,,https://doi.org/10.5283/epub.28516,en,True,green,26,4,0,0,Computer Vision,Article / Journal,Other / Mixed,2000,79.80514705882354,0.843
https://openalex.org/W2282705879,Introduction to Broadband Matching,2000,2000-01-01,book-chapter,0.0,0.0,0.0,Speech Recognition and Synthesis,Speech Recognition and Synthesis,Artificial Intelligence,Computer Science,Physical Sciences,Institution of Engineering and Technology eBooks,ebook platform,Theodore Grosch,,,,https://doi.org/10.1049/sbew032e_ch7,en,False,closed,26,1,0,0,NLP,Book chapter,Other / Mixed,2000,79.80514705882354,0.843
https://openalex.org/W2618373084,Nonlinear Dynamic Trend Modeling Using Feedback Neural Networks and Prediction Error Minimization,2000,2000-06-01,article,2.0,0.07407407407407407,20.0,Neural Networks and Applications; Fault Detection and Control Systems; Control Systems and Identification,Neural Networks and Applications,Artificial Intelligence,Computer Science,Physical Sciences,IFAC Proceedings Volumes,journal,Yangdong Pan; Su Whan Sung; Jay H. Lee,Purdue University West Lafayette,https://openalex.org/I219193219,US,https://doi.org/10.1016/s1474-6670(17)38642-1,en,False,closed,26,3,1,1,Robotics,Article / Journal,Academia,2000,79.80514705882354,0.299
https://openalex.org/W1520536571,Modified Binary Searching for Static Tables,2000,2000-01-01,book-chapter,0.0,0.0,6.0,Algorithms and Data Compression; Advanced Database Systems and Queries; Data Management and Algorithms,Algorithms and Data Compression,Artificial Intelligence,Computer Science,Physical Sciences,Lecture notes in computer science,book series,Donatella Merlini; Renzo Sprugnoli; M. Cecilia Verri,University of Florence,https://openalex.org/I45084792,IT,https://doi.org/10.1007/3-540-46521-9_18,en,False,closed,26,3,1,1,Core ML / Deep Learning,Book chapter,Academia,2000,79.80514705882354,0.58
https://openalex.org/W2036070509,A distributed hypermap model for internet gis,2000,2000-01-01,article,1.0,0.037037037037037035,2.0,Advanced Computational Techniques and Applications; Geographic Information Systems Studies; Web Applications and Data Management,Advanced Computational Techniques and Applications,Artificial Intelligence,Computer Science,Physical Sciences,Geo-spatial Information Science,journal,Yuan Xiangru; Nengcheng Chen; Gong Jianya,University of Zurich,https://openalex.org/I202697423,CH,https://doi.org/10.1007/bf02829389,en,True,gold,26,3,1,1,Core ML / Deep Learning,Article / Journal,Academia,2000,79.80514705882354,0.657
https://openalex.org/W2314111335,Improved Analytical Tools for Evaluating Petroleum Impacted Sites,2000,2000-01-01,article,0.0,0.0,0.0,Geochemistry and Geologic Mapping; Seismology and Earthquake Studies,Geochemistry and Geologic Mapping,Artificial Intelligence,Computer Science,Physical Sciences,AAPG Bulletin,journal,Kirk T. O’Reilly,,,,https://doi.org/10.1306/a96738e2-1738-11d7-8645000102c1865d,en,False,closed,26,1,0,0,Core ML / Deep Learning,Article / Journal,Other / Mixed,2000,79.80514705882354,0.843
https://openalex.org/W4241553581,key-management system,2000,2000-01-01,book-chapter,0.0,0.0,0.0,Cognitive Computing and Networks,Cognitive Computing and Networks,Artificial Intelligence,Computer Science,Physical Sciences,,,Martin H. Weik,,,,https://doi.org/10.1007/1-4020-0613-6_9817,en,False,closed,26,1,0,0,Core ML / Deep Learning,Book chapter,Other / Mixed,2000,79.80514705882354,0.843
https://openalex.org/W2117436215,A New and Efficient Fail-stop Signature Scheme,2000,2000-05-01,article,23.0,0.8518518518518519,11.0,Cryptography and Data Security; Cryptographic Implementations and Security; Cryptography and Residue Arithmetic,Cryptography and Data Security,Artificial Intelligence,Computer Science,Physical Sciences,The Computer Journal,journal,Willy Susilo,,,,https://doi.org/10.1093/comjnl/43.5.430,en,True,green,26,1,0,0,Core ML / Deep Learning,Article / Journal,Other / Mixed,2000,79.80514705882354,0.48
https://openalex.org/W2494146432,Wu's method for automated geometry theorem proving and discovering,2000,2000-01-01,book-chapter,2.0,0.07407407407407407,0.0,"Logic, programming, and type systems; Polynomial and algebraic computation; Numerical Methods and Algorithms","Logic, programming, and type systems",Artificial Intelligence,Computer Science,Physical Sciences,Elsevier eBooks,ebook platform,Shang-Ching Chou; Lin Dongdai,Wichita State University; Academy of Mathematics and Systems Science,https://openalex.org/I39587148; https://openalex.org/I4210120485,US; CN,https://doi.org/10.1016/b978-012734760-8/50006-5,en,False,closed,26,2,2,2,Core ML / Deep Learning,Book chapter,Academia,2000,79.80514705882354,0.843
https://openalex.org/W1512001008,A Documentation Generator for (C)LP Systems,2000,2000-01-01,book-chapter,33.0,1.2222222222222223,19.0,"Logic, programming, and type systems; Parallel Computing and Optimization Techniques; Formal Methods in Verification","Logic, programming, and type systems",Artificial Intelligence,Computer Science,Physical Sciences,Lecture notes in computer science,book series,Manuel V. Hermenegildo,Universidad Politécnica de Madrid,https://openalex.org/I88060688,ES,https://doi.org/10.1007/3-540-44957-4_90,en,True,green,26,1,1,1,ML Theory & Optimization,Book chapter,Other / Mixed,2000,79.80514705882354,0.315
https://openalex.org/W2038157529,Learning word clusters from data types,2000,2000-01-01,article,8.0,0.2962962962962963,15.0,Natural Language Processing Techniques; Speech and dialogue systems; Topic Modeling,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,,,Paolo Allegrini; Simonetta Montemagni⋄; Vito Pirrelli,Institute for Computational Linguistics “A. Zampolli”,https://openalex.org/I4210124522,IT,https://doi.org/10.3115/990820.990822,en,True,gold,26,3,1,1,NLP,Article / Journal,Academia,2000,79.80514705882354,0.394
