institution_id,institution_name,paper_count,country_code,country_name
https://openalex.org/I4210136249,University of Applied Sciences Upper Austria,369,AT,Austria
https://openalex.org/I182212641,University of Salzburg,350,AT,Austria
https://openalex.org/I4210126338,Software Competence Center Hagenberg (Austria),326,AT,Austria
https://openalex.org/I4210100980,Vienna Center for Quantum Science and Technology,320,AT,Austria
https://openalex.org/I174306211,Technion – Israel Institute of Technology,2969,IL,Israel
https://openalex.org/I16391192,Tel Aviv University,2790,IL,Israel
https://openalex.org/I13955877,Bar-Ilan University,2368,IL,Israel
https://openalex.org/I124227911,Ben-Gurion University of the Negev,2218,IL,Israel
https://openalex.org/I197251160,Hebrew University of Jerusalem,1577,IL,Israel
https://openalex.org/I53964585,Weizmann Institute of Science,1417,IL,Israel
https://openalex.org/I2252078561,Meta (Israel),1124,IL,Israel
https://openalex.org/I91203450,University of Haifa,918,IL,Israel
https://openalex.org/I4210167297,IBM Research - Haifa,430,IL,Israel
https://openalex.org/I52170813,Ariel University,359,IL,Israel
https://openalex.org/I97018004,Stanford University,267,IL,Israel
https://openalex.org/I63966007,Massachusetts Institute of Technology,257,IL,Israel
https://openalex.org/I192238737,Jerusalem College of Technology,223,IL,Israel
https://openalex.org/I95457486,"University of California, Berkeley",222,IL,Israel
https://openalex.org/I4210141777,Academic College of Tel Aviv-Yafo,215,IL,Israel
